,x,y,t,dx,dy
0,9.352124046974708,6.320514191109943,0.0,-4.521853712836213,-3.429252755364259
1,17.19781988824962,5.7994207044763115,0.5,-2.6056390807165353,-2.1746245059234752
2,5.187144696943584,3.6930150636589314,1.0,-0.959472254863134,-1.1066322100055015
3,6.501584725733216,7.192095893048624,1.5,0.37814382243052935,-0.22646552951682408
4,10.620151874719701,4.741940601812438,2.0,1.3982659888458004,0.4639945100194251
5,7.019679972695922,6.577503272345552,2.5,2.111559881151211,0.9596814034177199
6,1.8863884418504284,2.3507713659531877,3.0,2.5302509335539343,1.238891417219026
7,15.233231163263703,0.2398446837551096,3.5,2.6505205791402817,1.2607364686343956
8,15.398601416919412,13.265976512580195,4.0,2.440562752577817,0.9831477845946849
9,16.264292379935494,2.206805115373727,4.5,1.9348381774841066,0.43900520634605245
10,13.176163253985527,2.500036142870316,5.0,1.3896170839236166,-0.14968061052628806
11,6.00790706505838,2.8295674843648912,5.5,0.9582741851959538,-0.6464943621348772
12,16.350341028070286,14.170826832524806,6.0,0.7165599816800967,-0.9837520796333292
13,16.8093459288094,2.48281584148377,6.5,0.6598185224000375,-1.1484246374398244
14,5.624746121695228,1.1281794731686838,7.0,0.7289989147541905,-1.1485669800574596
15,8.504127985788859,0.5656163954585169,7.5,0.8687967370825922,-0.9975838448944154
16,12.298111406855597,7.578562230227497,8.0,1.0429196054815222,-0.7377767226392362
17,21.683641512423417,3.6463831409092182,8.5,1.2150815805409543,-0.4359678740591688
18,20.007738286316673,4.8040390979789,9.0,1.3355721139578238,-0.1588765520541671
19,18.60271060539649,2.393305690462924,9.5,1.371613989440141,0.04200245397275887
20,9.22006481399091,6.841782835459438,10.0,1.3514243331556228,0.1329024298505688
21,18.666255156744107,5.365668362811383,10.5,1.3528857655185833,0.10919772880758409
22,20.524520107375277,13.840877807483597,11.0,1.451978931569673,-0.008343296836820004
23,19.886554164247947,9.119141034232575,11.5,1.679962556640976,-0.1864503230274228
24,22.52622479659336,1.137816656268411,12.0,2.014663670793708,-0.35542468749839073
25,17.295973858604558,4.9858353894631815,12.5,2.3949855969465648,-0.42646451815744807
26,22.73897331709639,0.2864680980346397,13.0,2.7476677837529953,-0.34621147143273345
27,19.201223672236203,2.034990116262799,13.5,3.0072286387769163,-0.10647625770621691
28,19.093178926120927,6.976616894821697,14.0,3.1301575078495403,0.258544246597177
29,33.45471939198752,5.398606750000846,14.5,3.1020130606095617,0.6769247340994076
30,26.66166214477294,8.052796073280586,15.0,2.9322450199242285,1.057043292046041
31,34.750894061169234,9.269887277291463,15.5,2.6592001292053293,1.3194026931410419
32,27.125603536648896,6.440049877372438,16.0,2.3402598326411397,1.4115874917895266
33,37.94475284471828,4.774621498520041,16.5,2.022276045383018,1.325077035780124
34,40.08318664191137,11.548071487043085,17.0,1.7221787052398496,1.097370017865457
35,25.323387685355478,9.64265561111361,17.5,1.4350723153742038,0.7817025849955848
36,25.033696927316868,6.950981197790557,18.0,1.1685575498357355,0.43530080256282816
37,34.84504013111401,2.624456320646928,18.5,0.9481241879837632,0.12428453776881165
38,36.752999909731,8.11912835689707,19.0,0.7753681725235094,-0.08799438468717702
39,38.460026573036984,2.391932482143633,19.5,0.5982406663092781,-0.16450258113353375
40,31.449234547130843,4.521157483579384,20.0,0.336694249106658,-0.08722165638496232
41,36.33451042722742,5.262300814012901,20.5,-0.06799402011594903,0.14835995168100113
42,36.96225879373711,1.1700630673110464,21.0,-0.6330332234384761,0.5106159974395452
43,38.77321835201318,4.923848323351716,21.5,-1.3407545676115253,0.9380923900163618
44,36.02964035835132,10.84363329951237,22.0,-2.13953533597092,1.3585141291839327
45,27.074603643940875,7.717940512504379,22.5,-2.9383690942329044,1.6982604839776898
46,27.668873753299238,4.71861042976435,23.0,-3.6210074220721995,1.9002066625863283
47,33.42956004473586,8.663603731545635,23.5,-4.092025390892878,1.943939181226341
48,32.752948981556884,0.8593151907615137,24.0,-4.318493166591954,1.8537642637947125
49,26.72210166489967,14.329289793062769,24.5,-4.3241022635483946,1.6838046328469063
50,15.5533753179627,15.334320957538427,25.0,-4.149792088769891,1.4848637089583516
51,26.403006323593335,4.622624140512958,25.5,-3.829636015876194,1.2756800099141465
52,17.54529169105663,14.412952323682696,26.0,-3.3923743841041167,1.053697532450154
53,10.007688724326488,8.144960038100248,26.5,-2.866947186710115,0.8067752841448188
54,17.622638020843972,14.11998140507673,27.0,-2.29267866578761,0.5105408793558758
55,21.002477022205632,7.964862009788252,27.5,-1.7382016698682436,0.14382018608225886
56,13.537297570175884,14.126379036449832,28.0,-1.2924122132244698,-0.28898523499072565
57,12.467835773697328,17.64225296062017,28.5,-1.0209896696531067,-0.7580677017456556
58,18.511439480239996,6.325907685585318,29.0,-0.9417648476651729,-1.2200267509492349
59,14.936874502611381,15.248631836804403,29.5,-1.0379271026139854,-1.618392660321097
60,9.265723140953328,6.039464654677458,30.0,-1.261908248493668,-1.8974030443235916
61,6.915407534488398,10.620921783886166,30.5,-1.5237018598040182,-2.0275950071737165
62,12.040716022981348,11.362614032524128,31.0,-1.7003487931635497,-2.0177247158081566
