,Unnamed: 0,x,y,t,dx,dy
0,0,13.20074411098734,7.019002676794457,0.0,-9.033521512566658,-0.14899126453652478
1,1,8.683983354704012,6.944507044526195,0.5,-6.923034370563064,-1.510135839061146
2,2,6.277709740424276,5.508866837733311,1.0,-0.3617798738930027,-4.030535115999003
3,3,8.322203480811009,2.913971928527192,1.5,7.06787042938131,-3.4868093737939763
4,4,13.345580169805586,2.022057463939335,2.0,3.5375475052331495,-0.6008563930997202
5,5,11.859750986044158,2.313115535427472,2.5,-1.6610701666063648,-1.0261743424959309
6,6,11.684510003199222,0.9958831214434044,3.0,0.504040636408357,2.6881120898652124
7,7,12.363791622452515,5.001227625292684,3.5,-1.1569925109958277,2.0049415972626394
8,8,10.527517492203394,3.0008247187060437,4.0,-2.6875432740175,-4.635934242629564
9,9,9.676248348435015,0.3652933826631201,4.5,0.9885028186712468,-0.062299858566778
10,10,11.51602031087464,2.9385248601392657,5.0,4.067809522747119,0.8603728974575435
11,11,13.744057871182134,1.2256662801206637,5.5,2.280127846778827,-0.7709427197751659
12,12,13.796148157653468,2.1675821403641,6.0,-3.486425786263803,-0.10096737245785192
13,13,10.257632084918331,1.1246989076628118,6.5,-1.283507157611817,-0.8058184410168265
14,14,12.51264100004165,1.3617636993472733,7.0,4.688223594183997,-0.4319438766438315
15,15,14.945855679102328,0.6927550310189803,7.5,2.292335561868615,-0.7378840384129207
16,16,14.804976561910266,0.6238796609343525,8.0,0.8385404268106527,0.7851121705478261
17,17,15.78439610591298,1.4778672015668064,8.5,3.974188363635463,0.16544791856535734
18,18,18.77916492554573,0.7893275794997099,9.0,-2.420860634331369,-0.01220948653470244
19,19,13.363535471581612,1.465657715032104,9.5,-1.124951649483723,-0.279048457538579
20,20,17.654213276062006,0.5102791219611309,10.0,5.419301382416789,3.2812883145285623
21,21,18.7828368539984,4.746946029560666,10.5,1.2886942235186183,0.31048962322548246
22,22,18.942907499580624,0.8207687451866134,11.0,1.1936017768659646,-1.75525590496818
23,23,19.976438630864365,2.9916901245924863,11.5,0.7661429999912244,1.6689631367146163
24,24,19.70905049957185,2.4897318819012297,12.0,1.697597640840236,-2.7653841547704667
25,25,21.6740362717046,0.2263059698220197,12.5,2.808241955401467,-0.12794194428731664
26,26,22.517292454973315,2.361789937613913,13.0,0.4344148224101332,0.6266972503635627
27,27,22.108451094114734,0.8530032201855824,13.5,-0.9728264877816741,-1.661580630465668
28,28,21.54446596719164,0.7002093071482451,14.0,1.988858257848424,2.3337158736982846
29,29,24.09730935196316,3.186719093883867,14.5,5.501391118876878,1.9645524368223515
30,30,27.04585708606852,2.6647617439705966,15.0,5.089990623649033,-0.6527548561022858
31,31,29.18729997561219,2.533964237781581,15.5,2.3825444263711084,1.5986219174533645
32,32,29.428401512439628,4.263383661423961,16.0,-3.1671997568999757,2.2367383861093346
33,33,26.020100218712216,4.770702623890916,16.5,4.348262567827753,-2.214924210401112
34,34,33.77666408026738,2.048459451022849,17.0,3.848179317994969,-3.4366197348301286
35,35,29.868279536707185,1.334082889060787,17.5,-2.6907609840828,1.263513261080456
36,36,31.08590309618458,3.311972712103305,18.0,7.136968882495431,3.989768036777801
37,37,37.005248419202616,5.323850925838588,18.5,-0.7958865444671055,-0.12448137022115979
38,38,30.290016551717475,3.1874913418821453,19.0,0.5323241106437564,-5.048787695661866
39,39,37.53757252984637,0.2750632301767228,19.5,6.361660728665765,0.6308626222488178
40,40,36.65167728038324,3.818353964130963,20.0,-0.31961268163372125,4.8486552656224875
41,41,37.21795984821265,5.12371849579921,20.5,-1.5169867800399999,-0.6584930811093308
42,42,35.13469050034324,3.1598608830216324,21.0,-2.754929028222179,3.1208729372976514
43,43,34.46303081999047,8.244591433096861,21.5,0.6983665570145874,2.3079428408986806
44,44,35.83305705735783,5.467803723920313,22.0,0.7732263246745532,-1.9801933110664764
45,45,35.236257144665025,6.264398122030385,22.5,-4.269055181651819,2.2491022179484537
46,46,31.56400187570601,7.716905941868767,23.0,-6.555009421279024,6.855337201986653
47,47,28.681247723386,13.119735324017038,23.5,-0.6831803465716213,4.018341984039861
48,48,30.880821529134387,11.735247925908627,24.0,3.6251274384894145,-2.9936416244513513
49,49,32.306375161875415,10.126093699565686,24.5,-3.698509402555988,0.6593137952276411
50,50,27.1823121265784,12.394561721136268,25.0,-8.552597681329992,5.91231174720301
51,51,23.753777480545423,16.038405446768696,25.5,-5.077334404469838,2.2127743093717633
