,Unnamed: 0,x,y,t,dx,dy
0,0,9.90623429959832,4.93850951152357,0.0,0.524338148590072,-0.5160626508680863
1,1,10.168403373893357,4.680478186089527,0.5,0.2791662289562655,-0.8025885925093172
2,2,10.185400528554586,4.135920919014253,1.0,-0.027046166896006696,-0.9198629980288078
3,3,10.14135720699735,3.760615188060719,1.5,0.07143567325202582,-0.757407487367384
4,4,10.256836201806612,3.378513431646869,2.0,0.34733926564988593,-0.7303664608884168
5,5,10.488696472647236,3.030248727172302,2.5,0.5453378815990586,-0.44643892959803333
6,6,10.80217408340567,2.9320745020488355,3.0,0.39807503937139543,-0.3466845977061528
7,7,10.886771512018631,2.6835641294661494,3.5,0.49831659603764145,-0.5000876057162449
8,8,11.300490679443312,2.4319868963325906,4.0,0.8724524130765108,-0.31147734119710435
9,9,11.759223925095142,2.372086788269045,4.5,0.7652034253749687,-0.4654687719760726
10,10,12.06569410481828,1.966518124356518,5.0,0.7714245647899798,-0.5169341938058287
11,11,12.530648489885122,1.8551525944632163,5.5,0.7455678876814833,-0.25100620324729817
12,12,12.811261992499764,1.7155119211092198,6.0,0.7558353072368735,-0.2384633564297387
13,13,13.286483797121996,1.6166892380334776,6.5,0.8334126620608036,-0.43728824196408356
14,14,13.644674654560568,1.2782236791451362,7.0,0.9539232551096877,-0.33555310242866665
15,15,14.240407052231683,1.281136135604811,7.5,1.092193670038581,-0.24917632803123912
16,16,14.736868324599149,1.0290473511138971,8.0,0.8080257660646133,-0.09206856881670777
17,17,15.048432818296297,1.1890675667881032,8.5,1.198849074084972,0.1993010646400628
18,18,15.93571739868412,1.22834841575396,9.0,1.5019147993480448,-0.02991768038857212
19,19,16.55034761764434,1.159149886399531,9.5,1.1046809809256626,0.12542394866116569
20,20,17.040398379609783,1.3537723644151256,10.0,1.2722908345084427,-0.08578319476719232
21,21,17.822638452152784,1.0733666916323388,10.5,1.6591431303130868,-0.36474655060048045
22,22,18.69954150992287,0.9890258138146452,11.0,1.4901353914372777,-0.1721079826444094
23,23,19.31277384359006,0.9012587089879294,11.5,1.3890005170730895,-0.047555465174103584
24,24,20.08854202699596,0.9414703486405416,12.0,1.6393124067133087,0.23232245751468406
25,25,20.95208625030337,1.1335811665026134,12.5,1.7724225103245992,0.21944768462708075
26,26,21.86096453732056,1.1609180332676223,13.0,1.713639847276248,-0.090795382585251
27,27,22.66572609757962,1.0427857839173624,13.5,1.7593250014362098,-0.1785334185848917
28,28,23.62028953875677,0.9823846146827306,14.0,1.9722424901586564,0.10964905328748986
29,29,24.637968587738275,1.1524348372048523,14.5,1.7872679213390406,0.3466032675747568
30,30,25.40755746009581,1.3289878822574874,15.0,1.8948522233740306,0.07683591189732852
31,31,26.532820811112305,1.2292707491021808,15.5,1.9209926015543672,0.11846816339781241
32,32,27.328550061650176,1.4474560456552998,16.0,1.8925664753289055,0.10543133018144069
33,33,28.42538728644121,1.3347020792836215,16.5,1.8252187048610473,0.32752317172360224
34,34,29.153768766511224,1.774979217378902,17.0,2.037903562009376,0.43646645102462034
35,35,30.463290848450587,1.7711685303082418,17.5,2.2113260469461373,0.22743090615670614
36,36,31.36509481345736,2.002410123535608,18.0,1.6664104098245254,0.674284287281371
37,37,32.12970125827511,2.445452817589613,18.5,1.4642298509957428,0.6285470325891818
38,38,32.829324664453104,2.63095715612479,19.0,1.7771999552325752,0.402056365155139
39,39,33.90690121350769,2.847509182744752,19.5,1.6067980904214139,0.8246852682183987
40,40,34.43612275487452,3.4556424243431887,20.0,0.995419398587714,0.9146805348928115
